Estacion,M_mm,Duracion_min,T2,T5,T10,T20,T50,T100
legiosa,72.36,10,121.42,143.19,162.22,183.77,216.72,245.52
legiosa,72.36,20,76.84,90.62,102.66,116.3,137.16,155.39
legiosa,72.36,30,58.8,69.34,78.56,89.0,104.96,118.9
legiosa,72.36,45,44.99,53.06,60.11,68.1,80.31,90.99
legiosa,72.36,60,37.21,43.89,49.72,56.32,66.42,75.25
legiosa,72.36,90,28.48,33.58,38.04,43.1,50.83,57.58
legiosa,72.36,120,23.55,27.77,31.47,35.65,42.04,47.62
legiosa,72.36,150,20.33,23.97,27.16,30.76,36.28,41.1
legiosa,72.36,180,18.02,21.25,24.08,27.28,32.17,36.44
