Estacion,M_mm,Duracion_min,T2,T5,T10,T20,T50,T100
Algeciras,71.39,10,120.06,141.59,160.41,181.72,214.31,242.79
Algeciras,71.39,20,75.99,89.61,101.52,115.01,135.63,153.66
Algeciras,71.39,30,58.14,68.57,77.68,88.01,103.79,117.58
Algeciras,71.39,45,44.49,52.47,59.44,67.34,79.42,89.97
Algeciras,71.39,60,36.8,43.4,49.16,55.7,65.68,74.41
Algeciras,71.39,90,28.16,33.21,37.62,42.62,50.26,56.94
Algeciras,71.39,120,23.29,27.47,31.11,35.25,41.57,47.09
Algeciras,71.39,150,20.1,23.7,26.85,30.42,35.88,40.64
Algeciras,71.39,180,17.82,21.02,23.81,26.97,31.81,36.04
