Estacion,M_mm,Duracion_min,T2,T5,T10,T20,T50,T100
CarmenSantaMaria,86.79,10,141.2,166.51,188.64,213.71,252.03,285.52
CarmenSantaMaria,86.79,20,89.36,105.38,119.39,135.25,159.5,180.7
CarmenSantaMaria,86.79,30,68.38,80.64,91.36,103.5,122.05,138.27
CarmenSantaMaria,86.79,45,52.32,61.71,69.91,79.2,93.4,105.81
CarmenSantaMaria,86.79,60,43.28,51.04,57.82,65.5,77.25,87.51
CarmenSantaMaria,86.79,90,33.11,39.05,44.24,50.12,59.11,66.96
CarmenSantaMaria,86.79,120,27.39,32.3,36.59,41.45,48.89,55.38
CarmenSantaMaria,86.79,150,23.64,27.88,31.58,35.78,42.19,47.8
CarmenSantaMaria,86.79,180,20.96,24.72,28.0,31.72,37.41,42.38
